"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"ADAM.PARDY","2009-2010","CGY","D",57,809.45,2,5,7,6,0.52,0.44,15.35,1.14,807,665,142,54.82,3.1,25,29,-4,46.3,-0.67,28.79,24.14,4.65,54.39,5.41,20,12,-8,94,6.97,1.36,0.1,5.56,97.25,55.97,30.41,26.88,50.72,28.23,49.2
"ADAM.PARDY","2010-2011","CGY","D",30,407.63,1,5,6,4,0.88,0.59,12.78,1.88,422,333,89,55.89,4.52,21,17,4,55.26,6.61,15.13,11.49,3.64,56.84,2.33,8,4,-4,74,10.89,1.25,0.18,3.03,99.22,59.13,28.67,26.4,51.66,28.02,48.21
"ADRIAN.AUCOIN","2007-2008","CGY","D",76,1060.14,4,10,14,8,0.79,0.45,23.54,1.33,913,807,106,53.08,0.5,48,26,22,64.86,18.08,37.79,33.21,4.58,53.23,0.09,11,7,-4,164,9.28,3.05,0.17,6.45,104.28,59.23,32.12,28.7,51.76,28.93,49.48
"ADRIAN.AUCOIN","2008-2009","CGY","D",80,1137.42,5,9,14,8,0.74,0.42,27.14,1.43,1121,869,252,56.33,0.87,43,49,-6,46.74,-7.68,45.05,39.87,5.18,53.05,-0.53,15,6,-9,185,9.76,3.55,0.19,6.58,97.8,53.07,32.32,28.84,54.7,29.25,49.55
"ADRIAN.AUCOIN","2009-2010","ARI","D",82,1270.11,5,7,12,5,0.57,0.24,25.28,1.19,1174,991,183,54.23,3.33,43,39,4,52.44,-3.12,44.12,40.96,3.16,51.86,0.11,15,6,-9,197,9.31,4.02,0.19,5.49,100.03,50.39,34.35,27.44,50.63,29.12,49.69
"ADRIAN.AUCOIN","2010-2011","ARI","D",75,1275.15,3,13,16,12,0.75,0.56,19.39,0.91,1184,1176,8,50.17,-0.15,55,47,8,53.92,1.66,45.55,49.36,-3.81,47.99,-0.93,17,6,-11,197,9.27,3.25,0.15,3.61,101.17,46.2,36.15,27.61,50.05,29.32,49.81
"ALAIN.NASREDDINE","2007-2008","PIT","D",6,65.36,0,0,0,0,0,0,-1.52,-1.4,42,64,-22,39.62,-9.09,2,6,-4,25,-39.29,2.05,2.53,-0.48,44.76,1.15,2,1,-1,6,5.51,0.13,0.12,0,91.33,36,25.33,26.76,43.95,28.28,49.58
"ALEC.MARTINEZ","2009-2010","L.A","D",4,58.63,0,0,0,0,0,0,1.08,1.11,56,40,16,58.33,9.42,1,3,-2,25,10.71,2.69,1.34,1.35,66.75,17.12,1,0,-1,8,8.19,0.33,0.34,0,90.83,43.75,31.38,26.6,49.64,27.58,51.47
"ALEC.MARTINEZ","2010-2011","L.A","D",60,780.25,4,6,10,6,0.77,0.46,22.03,1.69,759,605,154,55.65,4.49,32,21,11,60.38,13.08,29.42,21.9,7.52,57.33,6.63,8,1,-7,131,10.07,2.54,0.2,8.16,101.37,52.62,27.32,26.91,49.66,28.37,49.35
"ALES.HEMSKY","2007-2008","EDM","R",74,990.11,10,27,37,32,2.24,1.94,36.22,2.19,877,915,-38,48.94,3.49,42,40,2,51.22,6.5,38.09,39.25,-1.16,49.25,1.59,11,22,11,239,14.48,9.3,0.56,8.06,100.71,51.09,30.21,31.06,45.53,29.77,50.18
"ALES.HEMSKY","2008-2009","EDM","R",72,954.66,16,14,30,25,1.89,1.57,38.01,2.39,904,844,60,51.72,5.81,40,36,4,52.63,3.47,35.2,35.8,-0.6,49.58,1.55,12,25,13,237,14.9,8.58,0.54,12.21,100.62,48.62,29.67,30.67,46.53,29.99,50.11
"ALES.HEMSKY","2009-2010","EDM","R",22,283.4,3,10,13,8,2.75,1.69,13.31,2.82,255,253,2,50.2,9.99,16,9,7,64,23.65,12.71,10.78,1.93,54.11,12.57,4,6,2,61,12.91,3.45,0.73,7.89,105.2,41.98,28.4,30.41,45.51,30.28,50.15
"ALES.HEMSKY","2010-2011","EDM","R",47,626.58,10,14,24,21,2.3,2.01,18.77,1.8,544,624,-80,46.58,1.48,29,31,-2,48.33,8.96,22.95,28.94,-5.99,44.23,2.34,6,8,2,128,12.26,5.58,0.53,14.29,100.8,52.29,29.01,31.27,47.3,29.78,50.12
"ALES.KOTALIK","2007-2008","BUF","R",73,829.37,10,8,18,12,1.3,0.87,21.96,1.59,695,652,43,51.6,2.87,23,24,-1,48.94,-3.9,24.94,25.78,-0.84,49.17,-1.28,16,6,-10,193,13.96,7.57,0.55,8.4,99.19,55.8,25.91,30.14,49.13,28.83,49.8
"ALES.KOTALIK","2008-2009","BUF/EDM","R",75,887.92,9,10,19,14,1.28,0.95,24.5,1.66,787,798,-11,49.65,2.93,35,37,-2,48.61,-0.59,30.15,30.84,-0.69,49.43,1.19,7,8,1,238,16.08,9.27,0.63,6.04,99.6,54.53,26.57,29.54,48.52,28.97,49.82
"ALES.KOTALIK","2009-2010","NYR/CGY","R",71,758.53,6,4,10,7,0.79,0.55,15.96,1.26,694,653,41,51.52,0.7,23,33,-10,41.07,-8.38,29.13,28.93,0.2,50.17,-0.18,19,8,-11,205,16.22,8.66,0.69,4.92,96.72,50.87,23.15,29.92,50.65,28.89,49.85
"ALES.KOTALIK","2010-2011","CGY","R",26,277.12,3,1,4,4,0.87,0.87,7.89,1.71,284,249,35,53.28,-1.66,7,13,-6,35,-19.22,9.26,9.87,-0.61,48.41,-7.75,4,3,-1,89,19.27,3.58,0.78,5.56,95.16,53.99,22.24,29.09,52.06,28.98,48.5
"ALEX.BOLDUC","2009-2010","VAN","C",15,116.47,0,0,0,0,0,0,-0.54,-0.28,78,105,-27,42.62,-9.56,1,4,-3,20,-35.26,2.73,3.12,-0.39,46.67,-3.98,3,2,-1,17,8.76,0.95,0.49,0,94.86,42.86,17.81,28.28,49.52,28.63,50.21
"ALEX.BOLDUC","2010-2011","VAN","C",24,162.89,2,2,4,4,1.47,1.47,2.27,0.84,113,173,-60,39.51,-13.6,6,5,1,54.55,-10.24,4.77,7.36,-2.59,39.32,-14.18,5,6,1,28,10.31,1.48,0.55,10,102.69,30.61,14.71,25.9,49.51,27.62,50
"ALEX.BURMISTROV","2010-2011","ATL","C",74,845.73,6,10,16,11,1.14,0.78,11.62,0.82,680,785,-105,46.42,-1.51,26,35,-9,42.62,-5.08,25.65,34.89,-9.24,42.37,-5.29,11,20,9,156,11.07,6.7,0.48,7.14,98.77,56.06,23.91,28.25,48.03,28.41,49.89
"ALEX.BURROWS","2007-2008","VAN","L",82,919.28,7,15,22,17,1.44,1.11,25.28,1.65,753,769,-16,49.47,1.59,30,28,2,51.72,3.37,29.95,29.95,0,50,2.07,34,44,10,191,12.47,8.75,0.57,6.48,100.7,39.43,26.31,30.21,46.45,29.68,50.26
"ALEX.BURROWS","2008-2009","VAN","L",81,1023.71,20,20,40,30,2.34,1.76,48.13,2.82,954,829,125,53.51,5.81,53,36,17,59.55,4.69,42.47,34.07,8.4,55.49,7.89,37,37,0,239,14.01,13.58,0.8,13.89,102.18,44.46,28.95,31.16,48.13,29.51,50.33
"ALEX.BURROWS","2009-2010","VAN","L",82,1070.47,19,20,39,31,2.19,1.74,52.92,2.97,1089,902,187,54.7,4.33,60,38,22,61.22,8.52,49.45,38.34,11.11,56.33,7.15,34,31,-3,250,14.01,14.44,0.81,11.66,102.99,57.21,29.16,32.04,52.73,29.98,49.53
"ALEX.BURROWS","2010-2011","VAN","L",72,954.3,22,19,41,25,2.58,1.57,49,3.08,966,805,161,54.55,3.08,52,33,19,61.18,6.15,41.66,37.31,4.35,52.75,4.08,22,25,3,227,14.27,14.85,0.93,17.32,102.72,71.99,28.43,32.14,53.84,30,49.63
"ALEX.EDLER","2007-2008","VAN","D",75,1094.95,2,5,7,4,0.38,0.22,14.15,0.78,917,867,50,51.4,4.62,43,41,2,51.19,1.95,37.79,36.72,1.07,50.72,3.51,9,4,-5,139,7.62,3.01,0.16,3.12,99.84,52.26,34.13,27.92,47.72,29.11,49.75
"ALEX.EDLER","2008-2009","VAN","D",79,1174.85,3,6,9,7,0.46,0.36,14.05,0.72,972,1017,-45,48.87,-0.84,48,32,16,60,5.81,42.25,42.38,-0.13,49.92,-0.05,19,8,-11,187,9.55,3.9,0.2,3.66,102.96,50.34,34.03,28.05,48.76,28.72,50.01
"ALEX.EDLER","2009-2010","VAN","D",76,1206.67,2,18,20,10,0.99,0.5,26.33,1.31,1134,1078,56,51.27,-0.61,45,45,0,50,-8.12,43.61,43.03,0.58,50.33,-1.53,15,8,-7,219,10.89,3.97,0.2,1.98,99.62,53.57,35.41,27.88,51.64,29.25,49.54
"ALEX.EDLER","2010-2011","VAN","D",51,866.52,3,10,13,9,0.9,0.62,24.14,1.67,892,802,90,52.66,1.25,44,28,16,61.11,4.86,34.8,31.4,3.4,52.57,1.34,8,4,-4,166,11.49,3.53,0.24,4.05,102.91,58.93,36.89,28.8,52.72,29.24,49.5
"ALEXEI.PONIKAROVSKY","2007-2008","TOR","L",62,757.45,11,11,22,17,1.74,1.35,36.04,2.85,814,618,196,56.84,6.49,38,26,12,59.38,13.68,34.47,29.87,4.6,53.57,4.22,12,15,3,215,17.03,11.87,0.94,10.19,100.22,55.99,28.79,31.54,50.26,29.76,49.6
"ALEXEI.PONIKAROVSKY","2008-2009","TOR","L",81,993.52,17,25,42,33,2.54,1.99,50.95,3.08,1075,910,165,54.16,5.42,56,50,6,52.83,8.83,46.38,36.08,10.3,56.25,9.88,13,13,0,258,15.58,13.04,0.79,11.81,99.36,53.64,26.81,30.37,48.37,29.42,49.56
"ALEXEI.PONIKAROVSKY","2009-2010","TOR/PIT","L",77,976.28,16,21,37,31,2.27,1.91,52.97,3.26,1118,817,301,57.78,5.09,52,48,4,52,3.98,47.46,29.24,18.22,61.88,9.17,20,10,-10,259,15.92,13.37,0.82,10.67,97.65,54.08,27.52,31.43,52.11,29.41,49.83
"ALEXEI.PONIKAROVSKY","2010-2011","L.A","L",61,646.32,4,8,12,9,1.11,0.84,17.14,1.59,583,535,48,52.15,1.09,19,17,2,52.78,-4.03,21.56,19.09,2.47,53.04,2.03,17,10,-7,141,13.09,5.77,0.54,4.82,100.5,52.44,22.62,29.16,49.52,28.85,49.71
"ALEXEI.SEMENOV","2007-2008","S.J","D",22,266.97,0,2,2,1,0.45,0.22,2.17,0.49,220,204,16,51.89,-1.14,6,13,-7,31.58,-22.59,10.07,8.48,1.59,54.29,-2.6,10,5,-5,36,8.09,0.65,0.15,0,94.03,52.03,26.5,28.08,53.04,28.6,49.35
"ALEXEI.SEMENOV","2008-2009","S.J","D",47,553.25,1,5,6,2,0.65,0.22,8.41,0.91,484,430,54,52.95,-1.6,16,16,0,50,0.88,19.52,17.92,1.6,52.14,-4.3,22,14,-8,62,6.72,1.14,0.12,3.7,99.01,53.21,26.06,28.14,53.98,28.7,49.02
"ALEXEI.ZHITNIK","2007-2008","ATL","D",63,983.05,1,2,3,1,0.18,0.06,-3.02,-0.18,781,931,-150,45.62,2.94,35,45,-10,43.75,2.69,34.27,45.45,-11.18,42.99,-0.8,21,3,-18,138,8.42,3.28,0.2,1.59,100.03,41.63,34.7,27.9,42.95,29.18,50.48
"ALEX.FROLOV","2007-2008","L.A","L",71,993.29,17,26,43,37,2.6,2.23,37.54,2.27,936,982,-46,48.8,5.16,50,45,5,52.63,12.87,40.58,42.52,-1.94,48.83,6.65,8,6,-2,198,11.96,10.74,0.65,14.91,101.04,51.72,31.46,29.5,46.23,28.94,50.54
"ALEX.FROLOV","2008-2009","L.A","L",77,1015.53,15,12,27,20,1.6,1.18,28,1.65,934,888,46,51.26,0.57,37,42,-5,46.84,1.9,39.83,36.76,3.07,52,0.66,12,11,-1,181,10.69,12.11,0.72,15,98.96,50.52,30.1,30.34,50.38,29.67,50.48
"ALEX.FROLOV","2009-2010","L.A","L",81,1119.96,10,19,29,23,1.55,1.23,35.77,1.92,994,873,121,53.24,3.43,43,46,-3,48.31,-4.2,41.01,38.25,2.76,51.74,0.94,9,11,2,212,11.36,11.94,0.64,7.94,98.07,52.24,30.13,30.33,48.34,29.37,50.09
"ALEX.FROLOV","2010-2011","NYR","L",43,509.53,6,8,14,11,1.65,1.3,16.06,1.89,473,473,0,50,2.76,18,12,6,60,9.58,23.83,20.18,3.65,54.15,4.69,3,3,0,100,11.78,6.59,0.78,9.38,102.49,51.6,25.57,29.44,48.15,28.8,49.57
"ALEX.GIROUX","2008-2009","WSH","L",12,114.3,1,1,2,2,1.05,1.05,4.06,2.13,115,93,22,55.29,2.98,5,1,4,83.33,34.62,5.08,3.72,1.36,57.73,4.77,5,1,-4,32,16.8,2.02,1.06,5.26,105.27,59.26,21.04,28.09,54.45,27.99,48.57
"ALEX.GIROUX","2009-2010","WSH","L",9,78.18,1,2,3,1,2.3,0.77,2.62,2.01,75,89,-14,45.73,-5.88,6,3,3,66.67,-6.06,3.37,5.01,-1.64,40.21,-8.54,2,3,1,18,13.81,0.75,0.58,9.09,108.75,40.74,20.22,29.19,52.67,28.83,48.33
"ALEX.GIROUX","2010-2011","EDM","L",8,88.73,1,1,2,1,1.35,0.68,2.67,1.81,78,73,5,51.66,1.33,3,4,-1,42.86,22.86,3.52,3.72,-0.2,48.62,2.86,0,3,3,18,12.17,1.01,0.68,11.11,98.81,50,25.08,29.44,46.05,28.72,50
"ALEX.GOLIGOSKI","2008-2009","PIT","D",45,603.24,2,7,9,7,0.9,0.7,15.43,1.53,554,500,54,52.56,7.62,29,21,8,58,9.28,19.79,17.91,1.88,52.49,6.37,4,6,2,88,8.75,1.42,0.14,5.13,101.86,52.45,30.16,27.47,46.87,28.53,49.36
"ALEX.GOLIGOSKI","2009-2010","PIT","D",68,1015.7,5,13,18,12,1.06,0.71,26.15,1.54,1028,949,79,52,0.07,51,42,9,54.84,4.84,41.96,38.02,3.94,52.46,-0.78,7,12,5,143,8.45,2.94,0.17,8.06,100.33,52.18,33.49,27.62,51.55,28.72,49.85
"ALEX.GOLIGOSKI","2010-2011","PIT/DAL","D",83,1293.35,6,11,17,10,0.79,0.46,32.1,1.49,1267,1143,124,52.57,2.11,64,45,19,58.72,10.79,49.93,46.37,3.56,51.85,2.71,15,11,-4,243,11.27,5.01,0.23,5.56,101.83,56.6,34.46,27.38,51.4,29.01,49.65
"ALEX.KOVALEV","2007-2008","MTL","R",77,972,13,15,28,23,1.73,1.42,29.62,1.83,862,936,-74,47.94,2.74,44,34,10,56.41,9.86,34.83,34.97,-0.14,49.9,5.3,16,27,11,221,13.64,9.48,0.59,10.74,102.55,49.9,29.27,29.98,46.49,29.78,50.18
"ALEX.KOVALEV","2008-2009","MTL","R",78,987.68,14,14,28,22,1.7,1.34,24.98,1.52,890,979,-89,47.62,-0.4,37,36,1,50.68,1.42,35.77,40.79,-5.02,46.72,-0.91,22,21,-1,232,14.09,11.29,0.69,11.02,101.07,47.54,28.99,29.66,48.56,29.75,49.71
"ALEX.KOVALEV","2009-2010","OTT","R",77,1075.34,12,19,31,26,1.73,1.45,32.33,1.8,995,961,34,50.87,-2.21,46,54,-8,46,-0.11,39.88,39.13,0.75,50.47,-3.99,18,21,3,240,13.39,11.85,0.66,10.08,98,52.71,30.11,29.64,51.39,29.36,49.73
"ALEX.KOVALEV","2010-2011","OTT/PIT","R",74,966.92,9,12,21,18,1.3,1.12,22.23,1.38,897,886,11,50.31,-2.02,32,37,-5,46.38,1.3,34.68,38.63,-3.95,47.31,-3.69,12,9,-3,203,12.6,8.63,0.54,8.49,99.6,53.18,27.88,30.1,51.65,29.12,49.9
"ALEX.OVECHKIN","2007-2008","WSH","L",81,1292.78,32,26,58,52,2.69,2.41,91.15,4.23,1435,1035,400,58.1,4.07,75,48,27,60.98,17.35,61.67,44.5,17.17,58.09,5.07,15,37,22,567,26.32,24.57,1.14,11.43,101.72,57.64,35.99,31.31,53.72,30.09,49.22
"ALEX.OVECHKIN","2008-2009","WSH","L",79,1222.35,27,23,50,43,2.45,2.11,80.36,3.94,1471,1092,379,57.39,4.12,66,55,11,54.55,1.04,56.83,47.44,9.39,54.5,0.2,27,30,3,616,30.24,24.35,1.2,8.85,99.77,58.84,34.55,31.13,52.59,29.63,48.93
"ALEX.OVECHKIN","2009-2010","WSH","L",72,1125.45,32,33,65,56,3.47,2.99,89.54,4.77,1330,967,363,57.9,7.67,79,34,45,69.91,12.92,51.23,40.64,10.59,55.76,7.37,22,21,-1,523,27.88,17.63,0.94,13.01,105.18,55.93,33.81,31.39,50.5,29.88,49.65
"ALEX.OVECHKIN","2010-2011","WSH","L",78,1231.42,17,30,47,38,2.29,1.85,64.13,3.12,1324,1132,192,53.91,4.11,56,41,15,57.73,8.94,54.76,42.7,12.06,56.19,6.81,17,28,11,478,23.29,17.6,0.86,7.39,101.01,50.93,33.53,31.27,49.3,29.76,49.79
"ALEX.PICARD","2007-2008","PHI/T.B/CBJ","D/L",26,368.97,1,1,2,1,0.33,0.16,0.62,0.1,279,315,-36,46.97,-2.29,10,21,-11,32.26,-6.2,10.78,13.49,-2.71,44.42,-3.16,3,5,2,38,6.18,0.9,0.15,5.88,94.93,48.26,32.34,28.4,49.57,29.3,50.08
"ALEX.PICARD","2008-2009","OTT/CBJ","D/L",62,762.19,0,4,4,2,0.31,0.16,10.6,0.83,668,619,49,51.9,3.65,27,30,-3,47.37,5.64,28.58,24.52,4.06,53.82,5.66,10,11,1,104,8.19,3.03,0.24,0,98.15,50.79,27.53,27.88,48.54,28.71,49.58
"ALEX.PICARD","2009-2010","OTT/CBJ/CAR","D/L",63,852.37,3,6,9,4,0.63,0.28,11.85,0.83,762,750,12,50.4,-0.23,37,43,-6,46.25,1.95,32.39,29.46,2.93,52.37,0.3,14,5,-9,118,8.31,3.61,0.25,4.84,97.25,55.83,28.8,26.97,51.24,28.35,49.81
"ALEX.PICARD","2010-2011","MTL","D",43,617.54,1,5,6,5,0.58,0.49,20.49,1.99,691,490,201,58.51,8.87,23,22,1,51.11,-1.02,26.17,19.9,6.27,56.8,6.93,4,8,4,100,9.72,1.91,0.19,2.38,97.67,52.54,30.77,27.15,49.68,28.39,49.05
"ALEX.PIETRANGELO","2008-2009","STL","D",8,108.33,0,0,0,0,0,0,1.28,0.71,108,92,16,54,11.02,7,7,0,50,12.5,5.06,4.94,0.12,50.6,10.28,0,0,0,12,6.65,0.25,0.14,0,101.21,56.36,30.28,28.24,47.62,28.94,48.93
"ALEX.PIETRANGELO","2009-2010","STL","D",9,109.81,1,0,1,1,0.55,0.55,0.07,0.04,104,108,-4,49.06,-2.65,2,10,-8,16.67,-43.33,3.85,5.73,-1.88,40.19,-11.8,2,1,-1,16,8.74,0.21,0.11,14.29,87.51,53.23,28.98,27.54,50.71,28.03,49.28
"ALEX.PIETRANGELO","2010-2011","STL","D",79,1272.37,7,18,25,15,1.18,0.71,43.15,2.03,1239,1037,202,54.44,3.16,66,47,19,58.41,12.25,48.48,40.31,8.17,54.6,4.4,5,11,6,233,10.99,4.66,0.22,6.14,101.18,55.11,33.92,28.38,50.44,29.23,49.93
"ALEX.PLANTE","2009-2010","EDM","D",4,53.99,0,1,1,0,1.11,0,0.25,0.28,42,59,-17,41.58,5.08,2,1,1,66.67,38.1,1.54,1.9,-0.36,44.77,8.72,1,1,0,8,8.89,0.17,0.19,0,106.68,46.15,28.9,26.14,42.94,28.62,47.76
"ALEX.RADULOV","2007-2008","NSH","R",80,994.13,19,29,48,38,2.9,2.29,48.52,2.93,916,864,52,51.46,1.15,59,47,12,55.66,7.45,45.37,35.98,9.39,55.77,4.47,19,17,-2,201,12.13,10.77,0.65,14.73,102.14,63.51,28.66,30.46,49.49,29.34,50.23
"ALEX.SEMIN","2007-2008","WSH","L",63,738.37,16,6,22,19,1.79,1.54,33.35,2.71,737,577,160,56.09,0.34,29,33,-4,46.77,-7.71,30.81,25.01,5.8,55.2,-1.34,15,20,5,241,19.58,10.26,0.83,13.45,97.14,59.24,26.09,30.21,54.83,29.14,49.15
"ALEX.SEMIN","2008-2009","WSH","L",62,804.16,22,17,39,36,2.91,2.69,55.52,4.14,901,668,233,57.43,2.67,47,27,20,63.51,13.9,39.3,28.03,11.27,58.37,4.73,19,19,0,302,22.53,13.85,1.03,13.1,101.69,59.28,29.12,31.18,54.36,29.27,48.93
"ALEX.SEMIN","2009-2010","WSH","L/R",73,1015.06,29,23,52,44,3.07,2.6,65.96,3.9,1151,976,175,54.11,1.57,71,38,33,65.14,7.78,46.02,40.84,5.18,52.98,0.9,26,24,-2,382,22.58,14.64,0.87,14.5,104.7,53.68,29.94,30.79,52.68,29.41,49.54
"ALEX.SEMIN","2010-2011","WSH","R",64,846.95,18,14,32,28,2.27,1.98,41.24,2.92,880,746,134,54.12,4.03,45,25,20,64.29,19.12,33.03,25.97,7.06,55.98,4.59,20,9,-11,316,22.39,11.82,0.84,13.14,104.1,53.89,28.26,30.67,50.95,29.37,50.01
"ALEX.STEEN","2007-2008","TOR","C",72,879.38,10,16,26,20,1.77,1.36,32.16,2.19,850,801,49,51.48,-0.34,43,38,5,53.09,2.79,36.01,36.88,-0.87,49.4,-2.06,8,16,8,235,16.03,9.02,0.62,8.06,100.85,49.32,28.7,31.17,51.5,29.67,49.88
"ALEX.STEEN","2008-2009","TOR/STL","C",80,961.35,3,9,12,10,0.75,0.62,14.52,0.91,829,866,-37,48.91,-1.02,25,35,-10,41.67,-9.49,32.22,33.95,-1.73,48.69,-3.23,11,7,-4,199,12.42,7.84,0.49,2.61,97.78,48.27,26.85,30.27,48.36,29.45,50.86
"ALEX.STEEN","2009-2010","STL","C",68,802.45,14,14,28,23,2.09,1.72,31.81,2.38,679,680,-1,49.96,-1.58,37,28,9,56.92,9.15,26.84,28.59,-1.75,48.42,-1.87,13,18,5,208,15.55,8.89,0.66,11.67,102.36,46.89,26.19,29.84,49.66,29.24,50.24
"ALEX.STEEN","2010-2011","STL","C",72,1045.55,16,18,34,27,1.95,1.55,48.49,2.78,1053,805,248,56.67,6.59,41,44,-3,48.24,0.11,39.77,35.02,4.75,53.18,3.96,11,20,9,299,17.16,12.15,0.7,11.11,97.62,54.34,30.7,30.21,49.83,29.34,50.04
"ALEX.SULZER","2009-2010","NSH","D",20,245.04,0,1,1,1,0.24,0.24,3.92,0.96,228,214,14,51.58,0.23,8,4,4,66.67,15.79,8.78,9.25,-0.47,48.7,-2.24,2,3,1,33,8.08,0.42,0.1,0,102.9,52.17,26.96,26.11,50.6,27.84,49.7
"ALEX.SULZER","2010-2011","NSH/FLA","D",40,589.53,1,2,3,3,0.31,0.31,6.26,0.64,517,519,-2,49.9,0.23,16,21,-5,43.24,3.05,21.75,22.53,-0.78,49.12,-0.59,3,7,4,72,7.33,1.25,0.13,3.57,99.11,53.4,31.06,26.86,49.33,28.65,50.38
"ALEX.TANGUAY","2007-2008","CGY","L",78,1028.98,12,25,37,29,2.16,1.69,40.56,2.37,945,833,112,53.15,1.08,54,38,16,58.7,9.28,44.55,36.25,8.3,55.14,3.73,16,13,-3,152,8.86,9.9,0.58,12.77,102.61,54.34,30.21,31.84,52.51,29.72,49.72
"ALEX.TANGUAY","2008-2009","MTL","L",50,565.9,11,12,23,18,2.44,1.91,18.42,1.95,506,588,-82,46.25,-3.06,33,22,11,60,6.6,21.38,25.12,-3.74,45.98,-3.89,10,16,6,87,9.22,5.42,0.57,23.4,107.34,46.31,26.29,29.9,49.03,29.45,49.22
"ALEX.TANGUAY","2009-2010","T.B","L",80,1008.88,6,20,26,17,1.55,1.01,22.04,1.31,895,920,-25,49.31,2.54,43,45,-2,48.86,2.87,37.41,41.03,-3.62,47.69,0.75,8,5,-3,146,8.68,7.2,0.43,7.89,100.49,56.06,28.24,29.67,46.88,29.16,49.72
"ALEX.TANGUAY","2010-2011","CGY","L",79,1099.18,17,27,44,36,2.4,1.97,39.94,2.18,994,993,1,50.03,-2.55,60,48,12,55.56,5.56,39.16,34.39,4.77,53.24,0.03,9,12,3,132,7.21,8.33,0.45,20.99,101.65,55.08,29.95,31.89,52,30.15,49.64
"ALEX.URBOM","2010-2011","N.J","D",8,95.31,1,0,1,1,0.63,0.63,1.82,1.15,77,69,8,52.74,0.34,1,3,-2,25,-9.78,2.86,2.26,0.6,55.86,5.38,0,2,2,16,10.07,0.37,0.23,20,93.7,55.26,25.23,27.39,52.07,28.1,49.7
"ALEX.VASYUNOV","2010-2011","N.J","L",18,199.94,1,4,5,5,1.5,1.5,7.07,2.12,159,121,38,56.79,4.02,6,6,0,50,14.58,6.13,4.97,1.16,55.23,2.96,0,2,2,31,9.3,1.23,0.37,5.88,97.89,53.92,23.04,30.48,51.44,28.78,49.26
"ALLAN.ROURKE","2007-2008","EDM","D",13,137.05,0,0,0,0,0,0,-1.11,-0.49,85,138,-53,38.12,-4.04,5,5,0,50,-2.63,3.45,5.11,-1.66,40.3,-6.07,1,2,1,12,5.25,0.24,0.11,0,103.41,40.96,24.3,27,47.62,28.16,48.59
"ANDERS.ERIKSSON","2007-2008","CGY","D",61,935.24,0,10,10,2,0.64,0.13,15.57,1,886,762,124,53.76,1.22,40,48,-8,45.45,-10.55,39.42,32.09,7.33,55.13,3.57,12,8,-4,88,5.65,2.31,0.15,0,97.6,57.72,34.63,29.58,52.55,29.2,49.21
"ANDERS.ERIKSSON","2009-2010","ARI/NYR","D",20,244.93,0,2,2,1,0.49,0.24,1.32,0.32,201,234,-33,46.21,-3.23,10,7,3,58.82,0.93,8.7,10.27,-1.57,45.86,-4.28,1,0,-1,21,5.14,0.44,0.11,0,103.19,51.67,27.65,27.01,51.26,28.09,49.42
"ANDREAS.KARLSSON","2007-2008","T.B","C",56,407.31,1,2,3,2,0.44,0.29,2.65,0.39,292,305,-13,48.91,-1.08,10,14,-4,41.67,-0.04,10.9,12.36,-1.46,46.86,-3.54,5,1,-4,46,6.78,2.12,0.31,4.35,98.01,47.59,15.75,27.79,48.18,28.4,49.49
"ANDREAS.LILJA","2007-2008","DET","D",78,1136.72,2,9,11,7,0.58,0.37,24.65,1.3,1009,747,262,57.46,-1.62,38,42,-4,47.5,-15.9,43.25,31,12.25,58.25,0.89,30,8,-22,120,6.33,2.89,0.15,3.12,96.19,60.66,33.49,27.61,58.3,28.9,49.44
"ANDREAS.LILJA","2008-2009","DET","D",59,789.83,2,8,10,8,0.76,0.61,24.07,1.83,776,572,204,57.57,0.23,46,35,11,56.79,1.01,29.86,26.66,3.2,52.83,0.69,14,8,-6,113,8.58,1.88,0.14,3.64,100.02,52.01,29.73,26.2,56.21,28.15,49.57
"ANDREAS.LILJA","2009-2010","DET","D",20,243.62,1,1,2,2,0.49,0.49,3.2,0.79,194,189,5,50.65,-6.78,8,11,-3,42.11,-9.62,7.48,7.74,-0.26,49.15,-7.48,2,2,0,30,7.39,0.86,0.21,5.56,97.56,63.36,25.3,26.54,53.7,27.36,49.19
"ANDREAS.LILJA","2010-2011","ANA","D",52,714.27,1,4,5,2,0.42,0.17,-6.8,-0.57,487,719,-232,40.38,-5.51,14,31,-17,31.11,-24.02,18.16,29.63,-11.47,38,-6.96,11,3,-8,56,4.7,1.06,0.09,3.57,97.1,50.58,29.35,27.85,44.64,28.83,49.97
"ANDREAS.NODL","2008-2009","PHI","R",38,383.15,1,2,3,3,0.47,0.47,1.75,0.27,316,349,-33,47.52,-1.22,5,20,-15,20,-35.96,11.31,14.36,-3.05,44.06,-5.31,1,4,3,60,9.4,2.38,0.37,3.12,92.37,48.76,22.49,29.62,47.52,28.41,49.11
